"StartDate","EndDate","IPAddress","Duration..in.seconds.","Finished","RecordedDate","LocationLatitude","LocationLongitude","hb_hb_1","hb_hb_2","hb_hb_3","hb_hb_4","nat_nat_1","nat_nat_2r","nat_nat_3","nat_nat_4","nat_nat_5","medSkept_medSkept_1","medSkept_medSkept_2r","medSkept_medSkept_3","medSkept_medSkept_4","medSkept_medSkept_5","medSkept_medSkept_6","diseaseRare_diseaseRare_1","diseaseRare_diseaseRare_2","diseaseRare_diseaseRare_3","diseaseRare_check_5","diseaseSevere_diseaseSevere_1","diseaseSevere_diseaseSevere_2","diseaseSevere_diseaseSevere_3","diseaseSevere_diseaseSevere_4","diseaseSevere_diseaseSevere_5r","vaccEff_vaccEff_1","vaccEff_vaccEff_2r","vaccEff_vaccEff_3r","vaccEff_vaccEff_4","vaccDanger_vaccDanger_1","vaccDanger_vaccDanger_2","vaccDanger_vaccDanger_3","vaccDanger_vaccDanger_4r","vaccTox_vaccTox_1","vaccTox_vaccTox_2","vaccTox_vaccTox_3","vaccTox_vaccTox_4r","vaccStrain_vaccStrain_1","vaccStrain_vaccStrain_2r","vaccStrain_vaccStrain_3","vaccIntent_vaccIntent_1r","vaccIntent_vaccIntent_2","vaccIntent_vaccIntent_3r","vaccIntent_vaccIntent_4","vaccIntent_vaccIntent_5r","infantVuln_infantVuln_1r","infantVuln_infantVuln_2","infantVuln_infantVuln_3","parentDuty_parentDuty_1","parentDuty_parentDuty_2","parentDuty_parentDuty_3","parentDuty_parentDuty_4","parentDuty_check_3","parentExpert_parentExpert_1","parentExpert_parentExpert_2","parentExpert_parentExpert_3","parentExpert_parentExpert_4","parentExpert_parentExpert_5","infantImmLimCap_infantImmLimCap_1","infantImmLimCap_infantImmLimCap_2r","infantImmLimCap_infantImmLimCap_3","infantImmLimCap_infantImmLimCap_4","immSympt_immSympt_1","immSympt_immSympt_2r","immSympt_immSympt_3r","infantImmWeak_infantImmWeak_1","infantImmWeak_infantImmWeak_2","infantImmWeak_infantImmWeak_3","infantImmWeak_infantImmWeak_4r","sex","age","educ","comments","workerId","assignmentId","hitId"
"6/21/17 8:05","6/21/17 8:30","74cd04057a288544",1509,1,"6/21/17 8:30",42.77,-83.75,5,3,4,4,4,5,5,6,2,5,4,5,5,5,7,1,1,1,5,6,6,6,5,1,6,4,3,4,4,4,4,6,4,3,4,5,3,4,5,7,7,1,7,1,5,7,7,7,6,6,7,3,5,5,6,4,5,4,4,5,5,5,6,5,4,3,4,5,0,41,3,"ty","28e52b144f1c2a90","3YDGXNSEOZUK89XA88OFBP7FX1O84Q","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:15","6/21/17 8:30","252a4866fb293c16",921,1,"6/21/17 8:30",41.06,-80.33,5,4,6,6,4,5,4,2,2,5,6,2,2,2,4,2,3,2,5,6,3,6,6,2,6,4,2,6,1,2,2,7,2,2,2,6,2,6,2,1,7,2,7,1,5,7,7,6,3,6,6,3,4,4,5,2,4,4,6,2,2,2,6,6,7,7,7,5,1,59,3,"","c2f49f50e56ade24","3DIP6YHAPCS20BU3XE0SKBJ6AQI8EW","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:18","6/21/17 8:31","04744ced4ca1a488",782,1,"6/21/17 8:31",31.7,-91.03,5,4,4,4,4,6,4,5,4,4,4,3,4,2,6,5,4,3,5,4,5,4,5,3,6,2,2,6,2,4,4,6,3,2,4,5,3,4,2,2,5,4,6,1,5,6,6,7,4,7,3,3,4,3,4,5,2,5,5,4,3,4,5,4,6,4,4,4,0,38,4,"No","79d1823a0eab5ebf","3WSELTNVR32I8I5FK791FOP23O5ATS","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:27","6/21/17 8:32","ab563826c18b9a9d",314,1,"6/21/17 8:32",40.55,-89.63,7,1,3,2,2,7,2,2,1,3,6,2,3,6,6,1,1,6,5,7,7,6,7,1,6,4,2,6,5,5,3,6,2,2,2,7,1,7,1,1,7,7,7,1,4,5,6,7,1,7,7,3,6,5,7,6,1,7,7,7,6,7,1,4,7,7,7,4,1,25,3,"","8f09e0635477f9f4","3AAPLD8UCCHXI5DTQDJTWAC6GJUTHL","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:23","6/21/17 8:32","0b8b79ee4498b5a4",535,1,"6/21/17 8:32",38.71,-90.5,4,3,5,4,3,5,4,4,3,4,4,2,3,4,4,3,5,4,5,5,5,4,6,2,5,4,2,4,2,4,3,4,4,4,4,4,5,4,3,2,7,2,6,1,4,5,5,4,4,4,4,3,4,4,6,5,2,4,4,4,4,2,6,5,3,5,5,4,0,26,4,"","39a11c24d2dde5a0","3TOK3KHVJTIKCO29HNBIBNHP38HO7S","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:25","6/21/17 8:33","15527af8eb0860aa",462,1,"6/21/17 8:33",41.12,-73.73,2,2,2,2,3,5,2,2,2,6,6,2,2,2,6,2,2,2,5,3,3,3,3,5,6,6,2,6,2,2,3,6,2,2,2,6,2,6,2,2,6,2,6,2,2,6,6,6,6,6,5,3,5,5,6,5,6,3,5,3,3,2,6,6,3,5,5,6,1,29,4,"No","a8cc9b53d64b6076","32SVAV9L3F9D917L5S3AXBL49PS3A4","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:26","6/21/17 8:33","66f9c8fb0a58239f",431,1,"6/21/17 8:33",32.9,-116.89,5,2,4,2,2,2,2,2,1,6,5,2,2,3,7,1,1,1,5,6,6,6,6,2,7,1,2,7,3,2,3,6,1,1,2,6,5,4,6,1,7,1,7,1,6,6,2,6,5,6,2,2,2,2,6,6,1,5,4,4,4,2,6,6,3,2,2,6,1,28,3,"Nope.","bfc48cee75fa6ee2","3SEPORI8WNZEUUEEQZYJ1CQJOKRAZ8","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:22","6/21/17 8:33","0e8289057dec96af",645,1,"6/21/17 8:33",36.1,-84.21,5,3,4,5,4,5,3,2,2,6,5,4,4,3,6,3,4,2,5,4,4,6,4,3,5,4,3,5,2,5,3,5,3,3,2,3,4,5,4,2,6,5,5,2,4,5,5,7,6,7,7,3,6,3,5,4,3,3,4,4,5,3,6,6,4,4,4,5,1,24,2,"","bdd2853dd4718402","30X31N5D63QHTIS0V74B5JTG15RAS3","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:25","6/21/17 8:33","bd8df8bea7912308",460,1,"6/21/17 8:33",39.64,-84.4,5,3,5,3,2,5,5,3,3,5,5,2,3,3,4,3,2,3,5,6,3,6,6,3,6,3,2,6,2,3,2,6,3,2,2,6,3,4,2,1,7,1,7,1,5,6,4,7,5,6,5,3,5,5,5,3,5,5,5,3,4,2,5,6,4,4,5,5,1,54,4,"no issues","04f5083cbd411526","3DR23U6WE5ELYVMR0CBNB7FTO32TE5","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:22","6/21/17 8:34","578eb834d0b4128e",722,1,"6/21/17 8:34",40.48,-86.96,4,5,6,7,5,4,7,3,1,4,6,1,6,6,7,3,3,1,5,7,7,7,7,1,7,3,3,6,4,4,5,3,3,4,5,5,5,5,4,1,7,1,7,1,1,7,7,7,7,7,7,3,1,1,5,1,1,5,6,5,5,1,6,3,7,7,7,1,0,55,4,"no comments","582590f8379850ec","3EO896NRAWVT9B8JEDME8NSLTBYTJQ","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:04","6/21/17 8:34","f4d74e42c144ee6a",1762,1,"6/21/17 8:34",40.74,-73.88,5,4,5,5,4,6,2,2,1,5,3,2,2,3,3,1,2,1,5,7,7,7,7,1,6,1,1,7,1,4,2,7,1,1,2,7,2,6,2,1,7,1,7,1,2,7,7,7,6,7,7,3,4,4,7,3,2,7,5,5,7,2,7,6,6,6,4,5,0,26,6,"Interesting, engaging, and well-designed study on an important subject matter.","75fce519dba2d1f6","33CUSNVVNNCLRAKCKBESS1NKZNK88X","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:32","6/21/17 8:37","060fc917153e757a",278,1,"6/21/17 8:37",40.54,-74.58,5,5,6,6,5,5,7,4,2,7,3,3,6,5,7,5,3,4,5,5,4,6,4,5,5,6,4,3,6,6,5,3,5,5,6,2,6,5,6,6,2,6,3,6,2,6,7,5,6,5,3,3,4,2,5,6,2,6,4,5,6,1,7,7,5,6,7,2,1,29,4,"","6615732a3722c26e","3KWTYT08703XJZLTG2GTLMZZHXI5LE","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:36","6/21/17 8:40","7dfdaf2e16f1e382",264,1,"6/21/17 8:40",32.27,-111,6,7,4,6,7,5,6,6,6,7,2,2,2,1,4,5,2,3,4,5,3,3,3,2,6,4,4,5,7,4,6,7,5,4,4,4,5,4,6,3,3,2,3,2,5,5,6,1,2,3,3,3,6,6,7,7,6,4,5,4,4,6,5,7,3,5,5,3,1,21,3,"","cdeffd93c283804a","33SA9F9TRXUDQCQLVHGYYRMSSXKWEY","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:37","6/21/17 8:42","73caf621b3eb2a46",287,1,"6/21/17 8:42",41.31,-72.92,1,1,4,1,7,4,7,4,4,6,1,2,6,7,7,4,2,4,5,4,4,4,4,4,6,4,2,6,4,4,4,4,4,4,4,4,4,4,4,1,7,4,7,1,4,4,4,7,7,7,6,3,4,4,7,4,1,4,4,4,4,4,6,4,4,6,6,4,1,26,4,"","2db8d35bab458254","37M28K1J0QDOUF9A8DVXDI2T5MEAJN","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:25","6/21/17 8:42","5f8680b1e453a758",998,1,"6/21/17 8:42",28.27,-82.33,3,1,2,2,2,6,2,1,2,7,2,2,7,3,5,1,1,1,5,6,6,6,6,1,7,1,1,7,1,4,2,6,1,1,2,7,4,6,2,1,7,3,7,1,4,5,5,7,6,7,7,3,3,1,5,3,1,6,4,4,6,3,5,4,4,4,4,4,1,25,3,"","b2966154140539ce","3ATPCQ38J8AEP449UDW0N5HHIQMYA4","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:36","6/21/17 8:43","bd70266dc9375542",387,1,"6/21/17 8:43",40.61,-73.91,5,4,4,2,4,6,3,3,3,5,5,3,4,3,5,2,3,2,5,6,4,4,6,3,6,3,2,6,2,2,3,6,2,2,3,6,3,6,3,1,6,3,6,1,6,5,3,6,5,6,2,3,4,4,6,2,3,4,4,2,3,2,6,6,4,3,4,5,0,57,4,"No.","0b63ea50a6cf648b","3I3WADAZ9Q45PKOQTUWLD33TC2N5OV","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:13","6/21/17 8:43","ca963d6d7bec2f13",1842,1,"6/21/17 8:43",39.35,-83.55,5,5,5,4,6,5,6,4,6,6,2,4,7,4,7,2,2,6,5,4,5,5,5,7,3,4,6,1,7,6,5,2,7,6,6,4,6,4,7,5,3,6,2,4,3,7,6,7,5,6,5,3,6,4,5,4,5,4,3,6,5,7,6,4,6,6,5,4,0,28,4,"No further comments. Thanks! ","9c468dbc2a0b9ad0","3180JW2OT4CRO9XTDH4G57M7D8D5JC","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:40","6/21/17 8:45","1ba71cb1d7e76b90",304,1,"6/21/17 8:45",42.27,-85.62,4,2,2,2,2,5,2,4,2,4,6,1,2,3,6,2,5,2,5,6,5,4,4,2,6,2,2,6,4,4,4,5,3,2,4,4,3,6,4,2,6,4,5,2,3,6,6,6,6,6,5,3,5,2,6,2,2,2,4,4,4,2,6,6,3,5,6,2,1,36,2,"thanks","f66190f5fab27217","31QNSG6A5RTHRWFTA6MME1RPO3E87A","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:25","6/21/17 8:45","4f112764ac892508",1221,1,"6/21/17 8:45",35.68,-78.66,5,1,7,4,7,4,6,4,4,7,5,6,3,4,4,1,1,1,5,4,4,4,4,1,7,3,2,6,1,5,1,7,2,2,2,7,3,1,1,1,7,6,7,1,4,7,4,7,4,4,6,3,7,7,2,3,3,2,6,2,5,1,7,7,1,1,1,7,0,27,4,"","448fd4d89c61840c","3VNL7UK1XFJD49MNVNVTTP0T04HTFN","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:14","6/21/17 8:47","ca963d6d7bec2f13",2021,1,"6/21/17 8:47",39.35,-83.55,6,4,4,6,7,4,7,7,6,7,4,6,5,5,7,2,1,2,5,6,4,4,5,2,2,2,6,1,5,6,6,2,7,6,7,6,7,6,6,4,3,6,2,6,1,7,7,5,6,7,7,3,7,5,5,5,4,7,2,6,5,4,7,3,6,6,7,2,1,38,5,"In my opinion vaccines are only forced on the public for one reason and that is profit. Just imagine what would happen if millions of children stopped being vaccinated. Thank you for your time! ","f907ed2978f9bb8c","3LEP4MGT3G0GA3EA4V9I5VRMIK2DB7","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:50","6/21/17 9:05","440aeb22c96a360b",871,1,"6/21/17 9:05",40.86,-73.21,5,5,5,5,5,5,5,5,5,6,6,4,5,5,6,5,5,5,5,5,3,6,5,3,5,5,5,4,4,4,5,4,4,4,5,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,0,40,4,"No.","a2469174d666a9a1","3OXV7EAXLEQCMZVIFFMYH6JID6236E","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 9:07","6/21/17 9:11","61d62d4449a248c5",204,1,"6/21/17 9:11",33.58,-117.14,4,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,5,4,5,4,5,5,3,3,6,5,3,5,4,6,5,5,4,4,3,5,5,5,5,5,4,5,5,3,4,5,5,5,4,5,4,3,4,4,6,4,4,5,4,5,4,4,5,5,4,5,6,4,1,21,3,"","201227d04c863ddc","3Y9N9SS8LYBB78AXP2UCNCTAUSP3D6","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 9:26","6/21/17 9:31","c9d89dee8338e987",298,1,"6/21/17 9:31",34.02,-84.24,5,4,5,4,5,6,5,5,3,6,4,2,4,4,6,4,4,3,5,6,6,6,5,5,5,5,3,4,4,6,6,4,5,4,5,3,5,5,5,3,5,5,6,2,2,6,6,5,5,5,4,3,5,5,7,6,4,3,5,4,4,5,5,6,5,5,5,3,1,25,4,"","d8569738f851a453","3FDJT1UU748MZT3BV24S6MMKSXD5KB","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 9:43","6/21/17 9:49","98363cd0ea117f20",385,1,"6/21/17 9:49",47.61,-122.33,1,1,1,1,2,5,2,2,2,5,6,4,5,2,5,2,2,2,5,6,7,7,6,1,7,1,1,7,1,2,1,7,1,1,1,7,1,6,1,1,7,5,7,1,5,2,3,6,6,7,6,3,5,3,5,2,2,5,5,2,2,5,5,6,5,3,3,4,0,26,3,"","236bb9cb3842bf46","3M0BCWMB8VWFJ9E1LQE8XJG7P07WBY","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
